"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Tead2",45.441727588954,3.90239442362927,1.07532509726078,3.6290368685433,0.000284480613697546,0.00407033766964975
"Gbp8",143.740590926771,3.92193940140892,1.13253072632693,3.46298719340598,0.000534213821106619,0.00676356799440223
"C5ar1",171.386389704087,3.94305623265052,1.17762127393176,3.34832286061351,0.000813022362405145,0.00959319459940386
"Thbs1",585.851206877735,3.94648573357651,0.338944885201309,11.6434438337448,0.000000000000000000000000000000247803562205935,0.000000000000000000000000000405257945631586
"Adam8",330.36637597333,3.96068220351456,0.58830035098419,6.73241516325561,0.0000000000166869687288086,0.00000000154180048921432
"Afmid",1650.29493631137,3.98091980032286,0.343681442419434,11.5831677506302,0.000000000000000000000000000000501576902400843,0.000000000000000000000000000683565721821949
"Ankrd63",43.7070162963631,3.99711271610754,1.26371416879852,3.16298797212017,0.00156158783307333,0.0163513950920447
"Mmp8",2927.84801904934,4.00228414520671,0.256866862472527,15.5811617998595,0.0000000000000000000000000000000000000000000000000000009776163592473,0.0000000000000000000000000000000000000000000000000159879379391303
"1700047M11Rik",73.89212109864,4.01763397422884,1.19810519209455,3.3533232313309,0.000798473990475052,0.00946935724454605
"Dzip1",118.77806341311,4.03358057239244,1.3539538162629,2.97911237735248,0.00289084734364279,0.0264856680436606
"Il1rn",174.921107871885,4.03854783545582,1.08258703728889,3.73046018135364,0.000191130349909784,0.00293535910890389
"Ifi203-ps",91.8808379450007,4.0493160227795,1.41123248399668,2.86934723279018,0.00411319973325849,0.034638140287183
"Pygm",91.0998683666039,4.05056092932768,1.13712502367989,3.5621069319357,0.000367890472800049,0.00501047686683917
"Raver2",105.403759470878,4.0672430381504,1.22167508545735,3.32923466031706,0.000870849982996923,0.0101365698376738
"Fpr2",381.303261928971,4.08964193621693,0.682574234214147,5.99149767340011,0.00000000207917300511496,0.000000123562109542642
"Nkx2-3",229.488057796707,4.11437032126505,0.72588583822731,5.66806804126772,0.0000000144416619120424,0.000000722259752016944
"Il36g",164.773543594683,4.13345232854376,0.570276645744738,7.24815290856912,0.00000000000042249349543227,0.0000000000557214405185431
"Nr4a3",113.277522012989,4.13382298495392,1.05096140335171,3.93337278778308,0.0000837621777454479,0.00148412421977146
"ENSMUSG00000094668",930.041757745389,4.13501683651812,1.15676868887703,3.57462721482575,0.000350727252558515,0.00483217648554504
"Klhl30",28.0646136296,4.13558622143085,1.30869105169083,3.16009360351909,0.00157718460518821,0.0164708027032235
"Cxcr6",42.2617859220029,4.15908916226669,1.29040768686752,3.22308151493031,0.00126819458180126,0.0138359267450152
"Kif5c",39.9735317808669,4.16656170111339,1.33266428573989,3.12649010384498,0.00176906458317045,0.0180369589732977
"Mmp9",1128.84762696183,4.16825035011862,0.441927447735272,9.43197887227753,0.00000000000000000000402423919756701,0.00000000000000000205663774490659
"1700055D18Rik",37.0100778806944,4.18552645690113,1.51571201839616,2.76142592135016,0.00575495704382422,0.0450212048463069
"4930438A08Rik",350.922512001756,4.26102645658252,0.668026525148165,6.37852884005982,0.000000000178797177843145,0.0000000136002281230083
"Klra2",196.300974377898,4.2630889817222,1.01544833250629,4.19823327810311,0.0000269005445679396,0.000567653555953657
"Prss34",1080.17458109535,4.33299493566503,0.832825912390789,5.20276191122142,0.000000196348353185267,0.00000750252562614919
"Cdcp1",106.579717162631,4.34941218607611,0.668403259927777,6.50716782342754,0.0000000000765808438473797,0.00000000623086129492561
"Lurap1",63.037179732479,4.48248154562401,0.822582225843569,5.44928081934564,0.0000000505739062388743,0.00000223536665575825
"ENSMUSG00000097131",24.3800736734531,4.49210480497475,1.20005547861565,3.74324761231599,0.000181657058003111,0.00281861435159665
"Septin5",263.020638501347,4.55783529889547,1.61452999135121,2.82301061194966,0.00475749968626612,0.038689283873295
"Lancl3",54.0933856851959,4.58922072846407,1.18331909778189,3.8782613557632,0.000105205659732559,0.00178663900235334
"Slc7a11",234.022625864198,4.60498876055334,0.842233721067703,5.46759010636095,0.0000000456195316939551,0.00000202184775426271
"Retnlg",1511.23904627856,4.62350853481391,0.357678390987294,12.9264407672259,0.000000000000000000000000000000000000031925952710953,0.000000000000000000000000000000000261058515317463
"Rag1",74.9292401380316,4.6403712614326,1.33638313580605,3.4723359919038,0.000515950158323304,0.00657153340281878
"Tlcd5",73.7966121044191,4.65088298827339,1.14655118767288,4.05641112082675,0.0000498325129139536,0.000966738927870459
"Prkaa2",63.9537172579505,4.65555180381387,1.18875746487934,3.91631761848614,0.0000899117769297345,0.00156760895512674
"Cd101",90.1845628636521,4.6979268606052,1.31320926389457,3.5774396280701,0.000346976324782774,0.0048036391984799
"Ttll7",41.4107117796848,4.70050471202759,1.70380727192838,2.75882418714385,0.00580097349010993,0.0452404007902994
"Gbp9",88.9544098911055,4.72258247972598,1.62215971926083,2.91129315051537,0.00359936141912722,0.0311779431400458
"Ifitm6",827.233998039359,4.73051835366691,1.70327472440924,2.77730790334344,0.00548112286673493,0.0432993352030446
"Nrk",60.8340286777262,4.74343188418117,1.58766633189529,2.98767555177583,0.00281107800073465,0.0258999265487405
"Mapk13",106.024622602178,4.74491846375172,1.19277055635119,3.97806471536901,0.0000694784636542539,0.0012738237607642
"Acp3",257.597010814573,4.75811025134627,1.72605722929425,2.75663527871076,0.00583994502839801,0.045500934251749
"Zfyve28",31.1891930838955,4.83400183349586,1.70254731062159,2.83927606788853,0.00452160191368239,0.037271309322763
"Lin28a",240.46639521775,4.85153873541161,0.814889552272775,5.95361509038911,0.00000000262283257222289,0.000000152105687539479
"Ecscr",31.0622494323181,4.94792355077945,1.77031244978674,2.79494365606223,0.0051908761306165,0.0415926980527168
"Snx21",31.7302557278036,4.95562491753456,1.38788217936806,3.570638049255,0.000356112707787353,0.00489812213890191
"ENSMUSG00000095547",643.6183426546,4.96591113328945,1.52236960669638,3.26196155746023,0.00110644147074845,0.0123476056966493
"Ikzf3",115.361818346732,5.01288867996694,1.32761333227559,3.77586497370783,0.000159453356760478,0.00253914332664154
"Lax1",396.293936942468,5.01581837022548,0.716827925872396,6.9972418612474,0.0000000000026105042571471,0.000000000292412237132765
"Ltb",207.764579216705,5.06430372763165,0.597876480528076,8.47048494558373,0.0000000000000000244373499434468,0.00000000000000726633492682053
"Igkc",1094.13194412326,5.09409197934569,0.502044138471552,10.1467014331736,0.00000000000000000000000342752890222257,0.000000000000000000002437122072476
"Fabp4",114.009692486788,5.09638486516282,1.26992731575708,4.0131311468992,0.0000599186007781954,0.00112625359546149
"Ndn",52.1599983784137,5.10161617035965,1.85813176529533,2.74556211009546,0.00604073318627451,0.0465991276077044
"Iigp1c",141.67768322125,5.11026612488112,1.01241317720896,5.04760925669615,0.000000447372940721658,0.0000156666746735803
"Chrnb1",100.255066412941,5.17403731921422,0.886796013637892,5.83452929382128,0.00000000539426307920437,0.000000295042737114744
"Lrg1",131.864387263812,5.23964413191734,0.974303339861338,5.37783657055208,0.0000000753861977800052,0.00000317748937756238
"Bank1",162.23838319615,5.25555458140411,1.06701702100738,4.92546461577746,0.000000841601399059675,0.0000271470400004377
"Sema6d",63.8641737099621,5.30114658365509,1.83209027909213,2.89349637632596,0.00380978686820219,0.0326802930676778
"Gas6",191.922582416978,5.32255640789547,1.12640883232553,4.72524385032276,0.00000229839384100146,0.0000636005632415193
"Ccdc148",36.290521012174,5.42574568386526,1.53542192636026,3.53371642720192,0.000409760454729359,0.00546592371667532
"Spint1",35.2812533945256,5.43839445848881,1.67157455571321,3.25345611411776,0.0011401033434706,0.0126408475112666
"Procr",378.012663868157,5.44218102085307,0.662502644430263,8.21458007240593,0.000000000000000212907989912807,0.0000000000000527560191974855
"Lhcgr",31.2805088196482,5.45745310944507,1.30787847860698,4.17275243741131,0.0000300941877753833,0.000625362575449324
"Sult1a1",95.1100848117662,5.46529805958893,0.944711924354211,5.78514774577966,0.00000000724486253771764,0.000000385936423263304
"Acod1",27.8084240697512,5.46859590190733,1.90032589997725,2.87771476564772,0.0040056714431412,0.0339558146192409
"Pcdhgc5",25.2773776909599,5.46910360764437,1.56290535426292,3.49931849214482,0.000466449057951127,0.00606383775336465
"Pbld2",18.6099986367027,5.48246350338056,1.9872024821075,2.75888519300067,0.00579989070240814,0.0452404007902994
"Cstdc4",73.219335290546,5.54025552221981,1.20600894972014,4.59387596046072,0.00000435088059141085,0.000109827094928116
"Serpinh1",60.7732742185715,5.61647575133693,1.58210068236218,3.55001158519897,0.00038521419866311,0.00519356389524855
"Mocos",165.185104216464,5.66121174233022,0.797437727207492,7.09925245467748,0.00000000000125433498885174,0.000000000149732805895484
"Fgfr3",22.0472175668035,5.71402107256138,1.84945329165987,3.08957306374204,0.00200444398206905,0.0198430247474317
"Oas1e",53.1003787536709,5.73107073748712,1.81964824430504,3.14954868635939,0.00163522859310638,0.0169471029224726
"Jam3",41.3211835199976,5.85850399545456,1.24292511762236,4.71348105560977,0.00000243520374748079,0.0000671590591674552
"Sema3d",410.490398314177,5.88633237360175,0.509423674046088,11.5548857925068,0.000000000000000000000000000000697401345598429,0.000000000000000000000000000877330892762824
"4930426L09Rik",53.7183705632275,5.9058981865832,1.76619160749596,3.34386040649143,0.000826212991266541,0.00970681555975072
"Capsl",46.772713470415,5.91147744208614,1.44502872930679,4.09090651430994,0.0000429690324851443,0.000849716514222552
"Pabpc4l",58.5184311658503,5.9758907740865,1.06194515349793,5.6273064144627,0.0000000183045405294704,0.000000897815399444672
"Apbb1",47.4252354887927,5.97969661527234,1.20061589840034,4.98052426528709,0.000000634122504829656,0.0000212074426257346
"Pou2af1",28.1496190166263,5.98147805289396,2.01169567095547,2.97335135689436,0.00294567042793297,0.0267928221237018
"Plekha4",104.852305364245,6.03683865883266,1.60873154527291,3.75254571004795,0.000175047901302175,0.0027293762970635
"Hes1",145.296677314932,6.04089807145288,1.25580863032605,4.81036515084665,0.00000150654815403139,0.0000447152241579479
"Plcl1",44.9863216357617,6.06688382780842,1.56799914071741,3.86918823503476,0.000109198314430354,0.00184106106617939
"Gm22357",47.3992473464762,6.09678853388348,2.05540522645724,2.96622216164746,0.0030148262429772,0.0272400377777067
"Gm12403",254.774681921616,6.11995609393083,1.6269738226734,3.76155781282005,0.00016885837989344,0.00265274730526159
"Grm1",17.5772754123214,6.16193436795274,1.87463172091448,3.28701061611549,0.00101257016415632,0.0115156971242089
"Sparc",17.8035576571041,6.17423170604736,2.149537496944,2.87235357132651,0.00407426843369267,0.03441662498172
"Ttn",52.6604188505779,6.21569886313689,1.11673793411045,5.56594226208324,0.0000000260739574284954,0.00000123598115879888
"Cmbl",49.6085035916602,6.22283859393237,2.23982907777873,2.77826493801198,0.0054650038486676,0.043238835481911
"Crispld2",185.572718576756,6.22320711042399,1.06566365705708,5.83974790658609,0.00000000522798690495546,0.000000287873730113271
"Tnk1",357.608334453418,6.22568452012459,1.33388677586128,4.66732606754025,0.00000305144870883668,0.0000818088396464181
"Cmya5",38.5883631282603,6.27036859853251,2.03276520109183,3.08464971515875,0.00203792012659842,0.0201309975097513
"B3gnt3",262.307104432812,6.32373818747234,1.51569166267938,4.17217983260096,0.0000301699366145798,0.000626141044917307
"Edar",49.5749294912449,6.39660984400258,1.36944433238335,4.67095280380626,0.00000299805824159785,0.0000809079941965202
"Pltp",48.16176626234,6.43937310208511,1.71836233017753,3.74738958658377,0.000178684448809642,0.00277512390867321
"Tro",50.2516529847564,6.47879825971355,1.63997628943858,3.95054385934535,0.0000779738067600611,0.00139669620564517
"0610043K17Rik",38.643548202809,6.48750818693768,1.43561064418286,4.51898863610776,0.00000621357293816118,0.000152120915914203
"ENSMUSG00000057924",24.9623250809548,6.52917670388012,2.21642232895864,2.94581796013027,0.00322101905033095,0.0286285573636481
"Tnfsf12",21.4087708278568,6.53470521009545,1.88793896769447,3.46129049821752,0.000537592365292748,0.00679427012519135
"Fblim1",32.9962029890585,6.55237999014608,1.87593317610523,3.49286428408394,0.000477869309590743,0.00618770759227792
"Gm17233",22.6732029466787,6.55958432869023,2.10155892714786,3.12129450378658,0.0018005786603194,0.0183126016236713
"Abcg3",364.478937840924,6.5859018403773,1.42521279797357,4.62099543993809,0.00000381903170622627,0.0000988234881702918
"Spo11",32.6896659796524,6.62610717022555,1.59301384124653,4.15947871805096,0.0000318974738358791,0.000657820034189113
"Edil3",17.0117946209596,6.7101215232398,2.032333515231,3.30168324881318,0.0009610653394511,0.010998784157721
"Nrbp2",12.4601637946543,6.72088633308523,2.31399438005159,2.90445231458833,0.00367896240557729,0.0317329911291197
"Gm15956",51.2498694546219,6.73319136002768,1.68220299201586,4.00260336712336,0.0000626492816146763,0.00116928810340132
"Igkv15-103",115.972627966077,6.74570414565171,1.43722837142427,4.69355064217584,0.0000026850348219057,0.0000730633269175472
"Asap3",16.0271631041014,6.83006304270404,2.41404678695108,2.82930019402414,0.00466499189342977,0.0382412418171181
"Ighv8-8",39.2239285592083,6.84662794167791,2.37265444152981,2.88564058121478,0.00390617964972694,0.0332890369940773
"Klrc1",50.1500346734467,6.85777267008574,1.54370888100261,4.44240021838297,0.00000889608917055215,0.000208732628831004
"Ear1",455.967440162693,6.92746941782823,2.07097807989319,3.34502305219257,0.000822757317519956,0.00968012458325278
"Fgf1",54.290336746666,6.95034290075427,1.69446088844825,4.10180190533593,0.0000409945172281254,0.000816594804809699
"Aff2",29.5896031916691,6.95177120838168,1.830181074342,3.79840623741616,0.00014562949928506,0.00234851373204293
"Gm11714",13.157776526878,6.98033779181717,2.19809445131049,3.17563141458982,0.001495107849688,0.0158054258395588
"Ighv9-3",13.901635687656,7.14532753780682,2.26761775224838,3.15102822365988,0.00162696767717035,0.0168721809717463
"Apoc2",38.8105877801135,7.17436948391059,2.5692873803454,2.79235773265119,0.00523254716983361,0.0418245730280835
"Kif19a",24.9095299726696,7.20507908208377,2.2182660353174,3.24806807090333,0.00116191469806794,0.0128391574136507
"4732491K20Rik",17.1399258998307,7.24966608563844,2.35708500390552,3.07569140426683,0.0021001508398882,0.0206033994214347
"Map1b",22.6465544195182,7.27980581223041,2.10580562590176,3.45701698328069,0.000546190425568854,0.00687636506524483
"Sytl2",34.2075547334162,7.29442432683899,1.97115335496138,3.7005869221078,0.000215101382139073,0.00323027364876254
"Cyp11a1",44.9846654107353,7.32024703933802,1.53601859299002,4.76572814466287,0.00000188172837026784,0.0000543706462320854
"Gm37953",53.9750593505109,7.32389842732319,2.31265406114651,3.16688023097252,0.00154083764406565,0.0161738503408535
"Cdh23",21.7244974538896,7.36117684374452,1.74846486344886,4.21007993790883,0.000025528034821895,0.000542695120291818
"Igkv12-46",47.6862672806381,7.37863215777134,2.03932774771352,3.61816886277559,0.000296694798713253,0.00422660865693078
"Mpzl2",6.88136480864537,7.4104336351786,2.637351716108,2.80980105532316,0.00495721321236739,0.0400149382404029
"Col9a3",43.1225556134173,7.4482642049175,1.83047781213289,4.06902730836092,0.0000472098143780656,0.00092022563091643
"Dsg2",15.761262084804,7.46795896580501,2.35552670056442,3.17039877493878,0.00152229862410556,0.0160617236765305
"Bcl2a1d",32.9050069897989,7.47006081124886,1.80510425747725,4.13829881587492,0.0000349890488284073,0.000716158829211229
"Snord94",154.415818048087,7.5234615953375,1.70710994124251,4.40713360843157,0.0000104747579794063,0.000241613810994656
"Stab2",86.636227970295,7.55272501522823,1.79405221806051,4.20986911038366,0.0000255518675935368,0.000542695120291818
"Nscme3l",18.180237882979,7.56493553288415,2.1253743092127,3.5593427002919,0.000371784133411471,0.00504577403967735
"Lef1",20.6298540048022,7.59139451938449,2.13128094601902,3.56189292339159,0.000368190555512939,0.00501047686683917
"Amer2",27.3417603407961,7.59432265358844,2.12021612753722,3.58186250682367,0.000341153337208116,0.00474423611964416
"Gm11346",26.3309437011707,7.59678772840287,1.99486622420493,3.80816900713763,0.000139999579616832,0.00227138206850563
"Pappa",29.933008879923,7.60382917045222,2.71894643352035,2.79660867044269,0.00516420407805936,0.0414403304674106
"Runx1t1",1049.31636524789,7.65672083353268,1.36153180889956,5.6236077508326,0.0000000187010023841934,0.000000910226764854463
"C3ar1",25.1802446378081,7.66626993017348,1.95131221377673,3.92877668476002,0.0000853790783864666,0.00150624535915024
"Ifit3b",22.148359053685,7.66660987968606,1.8992756238566,4.03659678636771,0.0000542321582178278,0.00103975699354555
"Gm14703",16.3365390779786,7.70033275809556,2.18293432454295,3.52751462630825,0.000419480584974786,0.00558192472471737
"Arg2",17.8628092026582,7.70052998959458,2.04992903330489,3.7564861341467,0.000172315814123902,0.00269412315887408
"Tmem45a2",31.465469948132,7.73893300967679,2.7081466555743,2.857649157865,0.00426791993129428,0.0357673315314351
"BC034090",26.6573067975831,7.76348073303823,1.81934013076276,4.26719589249283,0.0000197945333879122,0.000433359838053436
"Gm37931",16.9360297893335,7.76512669183536,2.07811274043424,3.7366243614929,0.000186507226186828,0.00288020696606174
"Smtnl1",25.3412495883324,7.85943681219248,2.72872514959891,2.88025960157538,0.00397347846138818,0.0337394946820053
"Ighv1-54",30.7412768562453,7.8636814643201,2.07037818663041,3.79818601021799,0.000145758923689836,0.00234851373204293
"Gm20661",125.687699707602,7.8696755654325,1.58057079335306,4.97900859520349,0.000000639108047578742,0.0000212583189381585
"Gpr84",26.0925262743107,7.91363009278448,1.87446427594343,4.22180896928618,0.0000242349465845603,0.000520129024204593
"Dnah17",7.61375422497271,7.93551222983083,2.85439564934442,2.78010241210023,0.00543417577453072,0.0430365668845886
"Dixdc1",16.7841304311525,7.93802408979406,2.76403760687966,2.87189438741224,0.00408019302347215,0.0344488780102548
"Sirpb1b",34.5052969418778,7.94149544566319,1.97508641215066,4.02083442871532,0.0000579923559175288,0.00109515818553726
"1700102P08Rik",134.108602961372,7.94205710687986,1.57112891782033,5.05500027196883,0.000000430390155372094,0.0000151367754859252
"Cd300lf",368.702961237426,7.94303554396091,1.08139950416738,7.34514442937222,0.000000000000205537032398264,0.0000000000284860392189934
"Fam131a",18.7308305218909,7.97136316901322,2.04418685628505,3.89952765056897,0.0000963805305911505,0.00166091380114613
"Rhoj",18.0281450653484,7.99397994163286,2.09819258945478,3.80993621930107,0.00013900264686812,0.00226193958893655
"Tns2",18.8207223910933,8.01706776400749,2.13645346149291,3.75251223979639,0.000175071281375786,0.0027293762970635
"Gm5970",17.2322049611592,8.02553502909625,2.73164210355152,2.93798921120081,0.00330348519478406,0.029108403488954
"Meg3",8.51694948149247,8.04404998042568,2.85577880260545,2.81676226922294,0.00485104179829818,0.0393326413333507
"4933439K11Rik",14.5189122400775,8.05790166036638,2.91932931387156,2.76018934283236,0.00577678700219426,0.0451163202645104
"Arhgef37",160.729422882513,8.06613147986134,1.6199063608835,4.97938132390692,0.000000637878527811753,0.0000212583189381585
"Tnfrsf11b",16.0421535849358,8.0693653605878,2.95439994143927,2.73130433270207,0.00630841881336721,0.0482769683078181
"9530051G07Rik",8.67585869819564,8.07204805829816,2.88707580702081,2.79592521909834,0.00517513734150425,0.0414950454530692
"Gm14827",14.2027641968724,8.1368311466581,2.94093255276109,2.76675204231354,0.00566178003319941,0.0444729830273502
"Klrc2",31.7155447311346,8.13897520985378,1.90990928535155,4.26144596095604,0.0000203108469931681,0.000442295062218735
"Sycp2",41.6708545140756,8.1885899900797,1.73278974462099,4.72566854432232,0.00000229359504593408,0.0000636005632415193
"Sncaip",38.5215246297678,8.19906799314166,1.96168733911424,4.1795997912918,0.0000292022555610625,0.000609150111537776
"Crisp2",29.1978706754577,8.22413822018191,2.79256134292063,2.9450161376153,0.00322937818854568,0.0286480292053735
"Ndnf",23.5117404668843,8.24137214210584,2.04467450972371,4.03065236198375,0.0000556222593594183,0.00105788630926422
"Ccno",40.1009858656534,8.24293260951386,1.77876955205617,4.63406437331099,0.00000358555416849975,0.0000939713988327643
"Tnfrsf4",39.1973074323007,8.25424075984557,2.21145387912027,3.73249509645174,0.000189592388824577,0.0029195799687732
"Gpat3",35.825724450733,8.26222064662348,1.78328352846129,4.63315031780312,0.00000360142840458296,0.0000942364162056796
"Csrnp3",17.2417945183043,8.27327814908224,2.95911187126881,2.79586528289477,0.005176097145913,0.0414950454530692
"Snora20",170.336303050578,8.31472219021142,1.78362031185942,4.66171086689596,0.00000313591542216762,0.000083798628781257
"Mapre3",17.7497572700081,8.35229207687102,2.03169943359447,4.11098804220966,0.000039396960616278,0.000791520754199767
"Gm16094",11.7704678649066,8.37640522285327,2.73405459125137,3.0637300548631,0.00218596059758655,0.021342805739063
"Gm11839",38.9473734331087,8.40391635511999,1.81679127398094,4.62569172115484,0.00000373350266664584,0.0000969169882703588
"Ocln",26.1321910794156,8.43517864855365,2.64332137609936,3.19112867804258,0.00141718147063207,0.0151283196936795
"Ecm1",18.7616224067918,8.45144108619174,2.07879500146684,4.06554810850913,0.0000479197077175835,0.000932951071444477
"Edn3",13.2745892679747,8.45164259310075,2.78408247262752,3.0357012323433,0.00239977026617513,0.0229627760158588
"Lzts1",31.3751981964498,8.47407136386285,1.90165967455179,4.45614505963595,0.0000083446578934367,0.000197208865880439
"Klc3",10.535324656015,8.48182283088102,3.08316460934268,2.75101199760117,0.00594114673357862,0.0459827324566705
"Igkv4-55",10.5470493152837,8.48466602518357,3.11800059944359,2.721188067346,0.00650477430374628,0.0495323214912166
"ENSMUSG00000097103",11.1507130293702,8.51269027834567,2.57508568718065,3.3057891318816,0.000947093339507185,0.0108769413443122
"Tox3",10.799370301099,8.51884645656762,3.10268664285924,2.74563545634669,0.00603938299845962,0.0465991276077044
"Gm37851",16.0549704984067,8.52715089622065,2.78690061262493,3.05972550925994,0.00221539932695169,0.021553028312295
"Samd3",13.8268686752618,8.52847781152576,2.85276499566447,2.98954797345278,0.0027939057017964,0.0257852899814776
"Gm33933",11.0857409611011,8.55506902601383,3.04349896599232,2.81093212831912,0.00493982050781045,0.0398942343628307
"Fcgr1",123.758726877267,8.55647076062239,1.59932917955609,5.35003729688552,0.0000000879361071146206,0.00000362243600945215
"Sh3d21",19.7520569132857,8.5628538497236,2.18121275761645,3.9257306834574,0.0000864668578562449,0.00151984018877836
"Slco2a1",14.792184260986,8.58325924087755,2.20079217587896,3.90007713356647,0.0000961620466342376,0.00166064848010171
"Zfp92",11.404490945608,8.595718516935,3.04314830889262,2.82461373696996,0.00473376442079211,0.0385960578125495
"Ripply3",11.4359387190122,8.600121834844,2.99574979670459,2.87077440322432,0.00409467635252339,0.0345355013249962
"Nlrp5-ps",11.4781796005846,8.60630352696636,2.98834210692823,2.87995926136212,0.00397726559481998,0.0337541263817779
"Prom2",11.6129007001686,8.62377472464839,3.05408070411737,2.8236892080233,0.00474743953208851,0.0386459064747514
"Pclo",11.687328153727,8.63092205236873,3.04394951481984,2.83543534817119,0.00457632766259411,0.0376275830035516
"Setbp1",17.861070546613,8.65775267138366,2.63634077081508,3.28400363383483,0.00102343602773931,0.0116069852965663
"Trpc1",18.6832189915877,8.66121196792811,2.65467855730358,3.26262173779921,0.00110386750329708,0.0123394731024747
"Fbxl21",11.9675634610633,8.66683642772293,2.96704317358644,2.92103482176392,0.00348870831826362,0.0304127589748845
"Trib3",25.2202613631148,8.67574325685744,2.03482249118822,4.26363640780838,0.0000201126622724543,0.000439148836854097
"Hoxa2",12.0788352421099,8.67871529073804,2.96650877877131,2.92556534902036,0.00343830953617335,0.0300695797618069
"Chil5",28.6195444589749,8.68103667850618,1.84227145855146,4.71213763759435,0.00000245131715927159,0.0000674896310146928
"Ccr3",654.811434489005,8.68364468878604,1.82579377339858,4.75609283770428,0.0000019737572854033,0.0000566295204306764
"Meis3",19.5498611329022,8.68502635414305,2.18741763651712,3.97044725668923,0.0000717378362944711,0.0013079159138905
"Crybg2",12.3419493360934,8.71026666529919,2.9056281094586,2.99772246728511,0.00272005252860794,0.0252461629130841
"4930445N18Rik",12.4506192163574,8.72335444043739,2.89040763720864,3.01803604728287,0.00254418639605253,0.0239399449488165
"Pcdhb21",17.9961036062593,8.7659958196335,2.58092533779528,3.39645463247756,0.000682648725796137,0.00830657534350448
"Kif6",13.0709979720182,8.79205317543318,3.05693728460673,2.8760986428167,0.00402623866408827,0.0340284791279067
"Mafb",105.359082279998,8.81065847265238,1.67955710997848,5.24582249707799,0.00000015558664337621,0.00000610183205221713
"Wfdc18",13.282941178462,8.81571198100478,2.88321089975734,3.05760219682395,0.00223115547359295,0.0216547873086879
"Gm11511",25.0159112682472,8.82102059169935,1.9897370931289,4.43325935982233,0.0000092819095739124,0.000216851927388233
"Il1rapl2",13.3305786141186,8.82175475872083,2.81641246281932,3.13226662471517,0.00173462270357405,0.0177744484299812
"Evc",13.393474160927,8.82930100238385,2.85605018298727,3.09143762773414,0.00199189824715407,0.0197666892803141
"Ccr7",31.3460379821082,8.83424628658009,1.84485766451264,4.78857879201964,0.00000167966614123895,0.000049405144017665
"Sdc4",142.546162328872,8.84393782923399,1.14946009055292,7.69399294670579,0.0000000000000142612919635631,0.00000000000245504388181169
"Prr15",13.5613133835974,8.84592081458408,2.82500699023662,3.13129165526177,0.00174039225794833,0.0178112484270882
"Cnr1",13.6286739333894,8.85336958848023,2.79924441160564,3.16277119346001,0.0015627510412661,0.0163513950920447
"Gm3411",13.721154151401,8.86301859014799,2.79769911012962,3.1679670476563,0.00153508918939833,0.0161342214674938
"Gad1-ps",20.8748091950856,8.86562297408321,2.29447582557057,3.86389905497418,0.000111591352083865,0.0018775359794028
"Cyp26b1",13.8082378153286,8.87188367754609,2.81338602583134,3.15345409271538,0.00161350604212121,0.0167858001354009
"Jag1",29.5383105746776,8.87702812720782,1.94510832333576,4.56377057293353,0.00000502429838277443,0.00012544637519373
"Exph5",23.6540239599284,8.89442786438326,2.74839942383921,3.2362209754646,0.00121123578525091,0.0133301144226066
"Cx3cl1",45.5075419019922,8.89723658888924,1.78423649226473,4.98657920486538,0.000000614577181020343,0.0000206381832000137
"Aire",17.6242047535545,8.89751470133532,2.53223992693687,3.51369339322369,0.00044192258851557,0.00582563549748875
"Pcdh10",17.3619643774584,8.9337694392661,2.61109931959502,3.42145906600433,0.000622861002818459,0.00772051723979809
"1700003C15Rik",14.6738706530384,8.96023218966466,2.71595156785535,3.29911339204775,0.000969907243784961,0.0110893899150574
"Atp9a",14.7717474251341,8.9698778365403,2.70911165895736,3.31100337148617,0.000929620885528237,0.0106988177071983
"Fam171b",15.522574989395,8.97139326153921,2.41096224616008,3.72108409239003,0.000198369362560852,0.00302624305533598
"Npas2",17.438062221218,9.01173267561894,2.5897992442781,3.479703183762,0.000501969574290322,0.00643355048428208
"Iglc2",64.5259008102639,9.06359809847746,1.82390262656973,4.96934319104723,0.000000671800742007834,0.0000222401403538383
"Scrn1",15.8636500293391,9.07320356552602,2.65195173249997,3.42133058242836,0.000623155359944569,0.00772051723979809
"Mxra8",15.9310105791311,9.07955795483362,2.67202965755832,3.39800044103195,0.000678803106646371,0.00828443731798116
"Asb4",16.2488290125375,9.10732414458882,2.61199955025985,3.48672500486564,0.000488973865824013,0.00629164327433982
"Alox15",264.106766916334,9.12031185916012,2.07135096673718,4.40307413162655,0.0000106727676536893,0.000245834425645684
"Cacnb1",51.0595255043529,9.16965192422944,1.61997528381921,5.6603653252112,0.0000000151051089377024,0.000000750847877103904
"Vnn1",17.2149405231257,9.18987007591245,2.61619674363259,3.51268309551992,0.000443606237802404,0.00582709752049841
"Bpifb5",17.2266651823944,9.19159100794814,2.55420134680122,3.59861645968488,0.000319914585414666,0.00452193874664775
"Ctla4",17.3299385085742,9.20039903782396,2.54847450079793,3.61015934628474,0.000306008955494199,0.00434039068356646
"Epcam",17.8866829188449,9.24646828271334,2.54206622551971,3.6373829249169,0.000275422314324712,0.00395804615858202
"Zfp354a",18.0150759132444,9.25664539301146,2.52317216923059,3.66865388969242,0.000243830908781252,0.00358275892381724
